"","APMC","Commodity","Year","Month","arrivals_in_qtl","min_price","max_price","modal_price","date","district_name","state_name","trend","detrended_m","seasonal_m","residual_m","deseasonalised","raw_comp","deseas_comp"
"5712","anajngaon surji","pigeon pea (tur)",2015,"September",172,8556,9122,8872,"2015-09","Amaravathi","Maharashtra",9339.5,0.949943787140639,0.975138040030273,0.974163398559601,9098.19906084739,"above msp","above msp"
"5713","chandur bajar","pigeon pea (tur)",2015,"September",92,7500,9433,9293,"2015-09","Amaravathi","Maharashtra",9572.25,0.970827130507457,0.975138040030273,0.995579180233105,9529.93280798634,"above msp","above msp"
"5714","chandur rly.","pigeon pea (tur)",2015,"September",40,9018,9183,9183,"2015-09","Amaravathi","Maharashtra",9414.83333333333,0.975375736869125,0.975138040030273,1.00024375711858,9417.12826597854,"above msp","above msp"
"5715","daryapur","pigeon pea (tur)",2015,"September",1725,8064,9441,8922,"2015-09","Amaravathi","Maharashtra",9335.41666666667,0.955715242133452,0.975138040030273,0.9800820016249,9149.47385266912,"above msp","above msp"
"5716","morshi","pigeon pea (tur)",2015,"September",433,7875,8563,8030,"2015-09","Amaravathi","Maharashtra",9239.41666666667,0.869102486628846,0.975138040030273,0.891260981472802,8234.7315665695,"above msp","above msp"
"5717","nandgaon khandeshwar","pigeon pea (tur)",2015,"September",675,7169,9441,8301,"2015-09","Amaravathi","Maharashtra",8957.66666666667,0.926692218955829,0.975138040030273,0.950319012195504,8512.64093824326,"above msp","above msp"
"5718","varud-rajura bazar","pigeon pea (tur)",2015,"September",4,7300,7550,7425,"2015-09","Amaravathi","Maharashtra",8762.83333333333,0.847328679840995,0.975138040030273,0.868932033268531,7614.30658552659,"above msp","above msp"
"5719","gangapur","pigeon pea (tur)",2015,"April",100,5434,5812,5630,"2015-04","Aurangabad","Maharashtra",8425.08333333333,0.668242648440668,1.03156571908827,0.64779454772041,5457.72304742343,"above msp","above msp"
"5720","lasur station","pigeon pea (tur)",2015,"April",710,4887,5568,5386,"2015-04","Aurangabad","Maharashtra",8163.33333333333,0.659779501837485,1.03156571908827,0.639590371828773,5221.18940202888,"above msp","above msp"
"5721","gangapur","pigeon pea (tur)",2015,"August",1,7200,7200,7200,"2015-08","Aurangabad","Maharashtra",8088.33333333333,0.890171028229961,1.02735547796164,0.866468371781239,7008.28501375725,"above msp","above msp"
"5722","kannad","pigeon pea (tur)",2015,"August",1,3000,3000,3000,"2015-08","Aurangabad","Maharashtra",7558.75,0.396891020340665,1.02735547796164,0.386322970826154,2920.11875573219,"below msp","below msp"
"5723","lasur station","pigeon pea (tur)",2015,"August",118,6950,8169,7892,"2015-08","Aurangabad","Maharashtra",7427.83333333333,1.0624901833195,1.02735547796164,1.03419917069753,7681.85907341281,"above msp","above msp"
"5724","paithan","pigeon pea (tur)",2015,"August",7,7667,7667,7667,"2015-08","Aurangabad","Maharashtra",7327.41666666667,1.04634420953269,1.02735547796164,1.01848311706939,7462.8501667329,"above msp","above msp"
"5725","sillod-bharadi","pigeon pea (tur)",2015,"August",1,4900,5551,5551,"2015-08","Aurangabad","Maharashtra",7015.58333333333,0.791238552270541,1.02735547796164,0.77017017891453,5403.19307102313,"above msp","above msp"
"5726","gangapur","pigeon pea (tur)",2015,"December",1313,7697,8279,8004,"2015-12","Aurangabad","Maharashtra",6917.33333333333,1.1570932922128,1.05271122164743,1.0991554648786,7603.22473572024,"above msp","above msp"
"5727","kannad","pigeon pea (tur)",2015,"December",48,7250,8750,8183,"2015-12","Aurangabad","Maharashtra",6855.75,1.19359661597929,1.05271122164743,1.13383099888627,7773.26187061453,"above msp","above msp"
"5728","lasur station","pigeon pea (tur)",2015,"December",7890,7982,8723,8553,"2015-12","Aurangabad","Maharashtra",6899.33333333333,1.2396849937192,1.05271122164743,1.17761164527074,8124.73527793793,"above msp","above msp"
"5729","paithan","pigeon pea (tur)",2015,"December",1232,7978,9094,8774,"2015-12","Aurangabad","Maharashtra",6938.75,1.26449288416502,1.05271122164743,1.20117735819911,8334.66939420407,"above msp","above msp"
"5730","sillod","pigeon pea (tur)",2015,"December",151,6670,7510,7090,"2015-12","Aurangabad","Maharashtra",6910.83333333333,1.02592547931991,1.05271122164743,0.974555469936378,6734.99042681865,"above msp","above msp"
"5731","vaijapur","pigeon pea (tur)",2015,"December",791,8137,8685,8483,"2015-12","Aurangabad","Maharashtra",7148.58333333333,1.18666868726904,1.05271122164743,1.12724996453631,8058.24030898486,"above msp","above msp"
"5732","gangapur","pigeon pea (tur)",2015,"February",648,5083,5233,5165,"2015-02","Aurangabad","Maharashtra",7130.16666666667,0.724386994226409,0.941951559264073,0.769027862528681,5483.29683113992,"above msp","above msp"
"5733","lasur station","pigeon pea (tur)",2015,"February",1759,5045,5661,5549,"2015-02","Aurangabad","Maharashtra",6992.58333333333,0.793555076211701,0.941951559264073,0.842458477197796,5890.96110667869,"above msp","above msp"
"5734","vaijapur","pigeon pea (tur)",2015,"February",6,8102,9102,8850,"2015-02","Aurangabad","Maharashtra",7480.08333333333,1.18314189904301,0.941951559264073,1.25605386753367,9395.38760030751,"above msp","above msp"
"5735","aurangabad","pigeon pea (tur)",2015,"January",173,5000,6022,5511,"2015-01","Aurangabad","Maharashtra",7281.66666666667,0.756832227054246,1.01446063630114,0.746043956731288,5432.44341159833,"above msp","above msp"
"5736","gangapur","pigeon pea (tur)",2015,"January",709,4945,5128,5082,"2015-01","Aurangabad","Maharashtra",7066.25,0.719193348664426,1.01446063630114,0.708941601999165,5009.5585951266,"above msp","above msp"
"5737","lasur station","pigeon pea (tur)",2015,"January",773,5064,5524,5449,"2015-01","Aurangabad","Maharashtra",7057.75,0.772059083985689,1.01446063630114,0.761053762323117,5371.32719103598,"above msp","above msp"
"5738","vaijapur","pigeon pea (tur)",2015,"January",6,3696,3696,3696,"2015-01","Aurangabad","Maharashtra",6698.75,0.551744728494122,1.01446063630114,0.543879879367084,3643.31534191025,"below msp","below msp"
"5739","gangapur","pigeon pea (tur)",2015,"July",13,5350,5760,5510,"2015-07","Aurangabad","Maharashtra",6476,0.850833848054355,1.094273993039,0.777532732630728,5035.3019765166,"above msp","above msp"
"5740","lasur station","pigeon pea (tur)",2015,"July",73,5460,6262,5951,"2015-07","Aurangabad","Maharashtra",6259.16666666667,0.950765543868992,1.094273993039,0.868855103856155,5438.30890421965,"above msp","above msp"
"5741","paithan","pigeon pea (tur)",2015,"July",6,6049,6049,6049,"2015-07","Aurangabad","Maharashtra",6032.08333333333,1.00280444843545,1.094273993039,0.91641074796128,5527.86599926477,"above msp","above msp"
"5742","vaijapur","pigeon pea (tur)",2015,"July",20,5847,5847,5847,"2015-07","Aurangabad","Maharashtra",5928.5,0.986252846419836,1.094273993039,0.90128510107494,5343.26872172278,"above msp","above msp"
"5743","gangapur","pigeon pea (tur)",2015,"June",9,5767,6057,5821,"2015-06","Aurangabad","Maharashtra",5706.66666666667,1.02003504672897,1.06067414583033,0.96168559471246,5488.01912715911,"above msp","above msp"
"5744","lasur station","pigeon pea (tur)",2015,"June",373,5437,6444,6129,"2015-06","Aurangabad","Maharashtra",5787,1.05909797822706,1.06067414583033,0.998513994510505,5778.40048623229,"above msp","above msp"
"5745","paithan","pigeon pea (tur)",2015,"June",16,5438,5866,5853,"2015-06","Aurangabad","Maharashtra",5812.33333333333,1.00699661639043,1.06067414583033,0.94939300665439,5518.18861901087,"above msp","above msp"
"5746","vaijapur","pigeon pea (tur)",2015,"June",25,5622,5622,5622,"2015-06","Aurangabad","Maharashtra",5543.33333333333,1.01419122068551,1.06067414583033,0.956176055268667,5300.40259970598,"above msp","above msp"
"5747","gangapur","pigeon pea (tur)",2015,"March",198,5195,5372,5292,"2015-03","Aurangabad","Maharashtra",5525.08333333333,0.957813607637894,0.9317515690326,1.02797101660087,5679.62553097117,"above msp","above msp"
"5748","kannad","pigeon pea (tur)",2015,"March",255,4662,4860,4800,"2015-03","Aurangabad","Maharashtra",5501.58333333333,0.872476105363608,0.9317515690326,0.936382759483265,5151.5877831938,"above msp","above msp"
"5749","lasur station","pigeon pea (tur)",2015,"March",1358,4693,5411,5320,"2015-03","Aurangabad","Maharashtra",5490.83333333333,0.968887539839126,0.9317515690326,1.03985608615082,5709.67645970647,"above msp","above msp"
"5750","gangapur","pigeon pea (tur)",2015,"May",15,5594,5800,5669,"2015-05","Aurangabad","Maharashtra",5655.25,1.00243136908183,1.01193661781943,0.99060687342446,5602.12952093368,"above msp","above msp"
"5751","lasur station","pigeon pea (tur)",2015,"May",644,5277,6377,6111,"2015-05","Aurangabad","Maharashtra",5705.33333333333,1.07110306146296,1.01193661781943,1.05846852718012,6038.91577040496,"above msp","above msp"
"5752","paithan","pigeon pea (tur)",2015,"May",37,5364,6268,5895,"2015-05","Aurangabad","Maharashtra",5700.66666666667,1.03408958016606,1.01193661781943,1.02189165008612,5825.46366659094,"above msp","above msp"
"5753","vaijapur","pigeon pea (tur)",2015,"May",39,5338,5362,5362,"2015-05","Aurangabad","Maharashtra",5643.41666666667,0.950133636538149,1.01193661781943,0.938926035294132,5298.75083634616,"above msp","above msp"
"5754","gangapur","pigeon pea (tur)",2015,"November",3,8500,8700,8600,"2015-11","Aurangabad","Maharashtra",5872.83333333333,1.46436983852201,1.02962791120542,1.42223207295111,8352.53192576305,"above msp","above msp"
"5755","vaijapur","pigeon pea (tur)",2015,"November",11,7907,7907,7907,"2015-11","Aurangabad","Maharashtra",6046.66666666667,1.30766262403528,1.02962791120542,1.27003416457928,7679.47324848935,"above msp","above msp"
"5756","vaijapur","pigeon pea (tur)",2015,"October",12,8285,8285,8285,"2015-10","Aurangabad","Maharashtra",6226.33333333333,1.33063868515445,0.998840875113005,1.3321828514516,8294.61449408812,"above msp","above msp"
"5757","gangapur","pigeon pea (tur)",2015,"September",2,5850,5850,5850,"2015-09","Aurangabad","Maharashtra",6226.08333333333,0.939595518852141,0.975138040030273,0.963551292515438,5999.15064314216,"above msp","above msp"
"5758","lasur station","pigeon pea (tur)",2015,"September",6,6800,7500,7000,"2015-09","Aurangabad","Maharashtra",6340.91666666667,1.10394133340342,0.975138040030273,1.13208724107323,7178.4708550419,"above msp","above msp"
"5759","ambejogai","pigeon pea (tur)",2015,"April",671,5212,6487,6167,"2015-04","Beed","Maharashtra",6413.83333333333,0.961515474365304,1.03156571908827,0.932093279733179,5978.29094732865,"above msp","above msp"
"5760","beed","pigeon pea (tur)",2015,"April",72,5561,6067,5794,"2015-04","Beed","Maharashtra",6496.66666666667,0.891841970241149,1.03156571908827,0.864551771872939,5616.70467793453,"above msp","above msp"
"5761","gevrai","pigeon pea (tur)",2015,"April",700,5067,6261,5772,"2015-04","Beed","Maharashtra",6534.33333333333,0.883334183543335,1.03156571908827,0.856304321865262,5595.37787384157,"above msp","above msp"
"5762","kada","pigeon pea (tur)",2015,"April",26,5022,5228,5183,"2015-04","Beed","Maharashtra",6493.83333333333,0.798141826861381,1.03156571908827,0.773718835448314,5024.40116426211,"above msp","above msp"
"5763","kada (ashti)","pigeon pea (tur)",2015,"April",2,5000,5400,5400,"2015-04","Beed","Maharashtra",6434.58333333333,0.83921517839798,1.03156571908827,0.813535350069311,5234.76100463349,"above msp","above msp"
"5764","kej","pigeon pea (tur)",2015,"April",60,5235,6261,5900,"2015-04","Beed","Maharashtra",6435,0.916860916860917,1.03156571908827,0.888805143380747,5719.46109765511,"above msp","above msp"
"5765","kille dharur","pigeon pea (tur)",2015,"April",84,4736,6012,5559,"2015-04","Beed","Maharashtra",6451.41666666667,0.861671209165945,1.03156571908827,0.83530423047357,5388.89563421436,"above msp","above msp"
"5766","majalgaon","pigeon pea (tur)",2015,"April",983,4550,6424,6003,"2015-04","Beed","Maharashtra",6235,0.962790697674419,1.03156571908827,0.933329481446281,5819.30931681756,"above msp","above msp"
"5767","parli-vaijnath","pigeon pea (tur)",2015,"April",274,5440,5978,5760,"2015-04","Beed","Maharashtra",6056.08333333333,0.951109765662626,1.03156571908827,0.922005983780891,5583.74507160906,"above msp","above msp"
"5768","ambejogai","pigeon pea (tur)",2015,"August",44,6986,8343,7865,"2015-08","Beed","Maharashtra",6021.08333333333,1.30624333937691,1.02735547796164,1.27146189162159,7655.57800461122,"above msp","above msp"
"5769","beed","pigeon pea (tur)",2015,"August",20,7690,8744,8569,"2015-08","Beed","Maharashtra",6247.66666666667,1.37155204609721,1.02735547796164,1.33503161809044,8340.83253928971,"above msp","above msp"
"5770","gevrai","pigeon pea (tur)",2015,"August",63,7910,8813,8411,"2015-08","Beed","Maharashtra",6365.25,1.32139350379011,1.02735547796164,1.28620865137339,8187.03961815448,"above msp","above msp"
"5771","kej","pigeon pea (tur)",2015,"August",8,7301,8243,7301,"2015-08","Beed","Maharashtra",6459.75,1.13022949804559,1.02735547796164,1.1001347851749,7106.59567853357,"above msp","above msp"
"5772","kille dharur","pigeon pea (tur)",2015,"August",18,7467,8312,8000,"2015-08","Beed","Maharashtra",6643.58333333333,1.20416943667449,1.02735547796164,1.17210591903754,7786.98334861917,"above msp","above msp"
"5773","majalgaon","pigeon pea (tur)",2015,"August",114,6362,8446,7891,"2015-08","Beed","Maharashtra",6820.16666666667,1.15700984824418,1.02735547796164,1.12620205280823,7680.88570049423,"above msp","above msp"
"5774","parli-vaijnath","pigeon pea (tur)",2015,"August",13,6950,7325,7325,"2015-08","Beed","Maharashtra",6998.66666666667,1.04662792912936,1.02735547796164,1.01875928204126,7129.95662857943,"above msp","above msp"
"5775","ambejogai","pigeon pea (tur)",2015,"December",352,8091,8866,8406,"2015-12","Beed","Maharashtra",7249.16666666667,1.15958156109898,1.05271122164743,1.10151914148336,7985.09584313647,"above msp","above msp"
"5776","beed","pigeon pea (tur)",2015,"December",1301,7742,9075,8822,"2015-12","Beed","Maharashtra",7492.66666666667,1.17741791974375,1.05271122164743,1.11846240025936,8380.26594434332,"above msp","above msp"
"5777","gevrai","pigeon pea (tur)",2015,"December",3256,8002,9142,8695,"2015-12","Beed","Maharashtra",7754,1.12135671911272,1.05271122164743,1.06520828889604,8259.62507209989,"above msp","above msp"
"5778","kada","pigeon pea (tur)",2015,"December",380,7900,9025,8500,"2015-12","Beed","Maharashtra",7962.08333333333,1.0675597885813,1.05271122164743,1.0141050713895,8074.38908715918,"above msp","above msp"
"5779","kej","pigeon pea (tur)",2015,"December",103,7548,9324,8071,"2015-12","Beed","Maharashtra",8154.66666666667,0.989740026160889,1.05271122164743,0.940181890159779,7666.86992028961,"above msp","above msp"
"5780","kille dharur","pigeon pea (tur)",2015,"December",102,7215,8980,8630,"2015-12","Beed","Maharashtra",8218.41666666667,1.05008061163444,1.05271122164743,0.997501109555123,8197.87974378632,"above msp","above msp"
"5781","majalgaon","pigeon pea (tur)",2015,"December",5416,6394,9114,8744,"2015-12","Beed","Maharashtra",8233,1.06206729017369,1.05271122164743,1.00888759265967,8306.17155036704,"above msp","above msp"
"5782","parli-vaijnath","pigeon pea (tur)",2015,"December",351,8313,8975,8742,"2015-12","Beed","Maharashtra",8260.58333333333,1.05827877369435,1.05271122164743,1.00528877429293,8304.27169411124,"above msp","above msp"
"5783","ambejogai","pigeon pea (tur)",2015,"February",1392,4811,5952,5559,"2015-02","Beed","Maharashtra",8115.41666666667,0.684992555321661,0.941951559264073,0.727205713058994,5901.57736385418,"above msp","above msp"
"5784","gevrai","pigeon pea (tur)",2015,"February",2894,5007,5570,5361,"2015-02","Beed","Maharashtra",7895.5,0.678994363878158,0.941951559264073,0.720837878763789,5691.3754717795,"above msp","above msp"
"5785","kada","pigeon pea (tur)",2015,"February",222,4672,5049,4919,"2015-02","Beed","Maharashtra",7647.83333333333,0.643188702682677,0.941951559264073,0.682825668004825,5222.1369046229,"above msp","above msp"
"5786","kille dharur","pigeon pea (tur)",2015,"February",224,4779,5656,5266,"2015-02","Beed","Maharashtra",7476.25,0.704363818759405,0.941951559264073,0.747770744505916,5590.52102861236,"above msp","above msp"
"5787","majalgaon","pigeon pea (tur)",2015,"February",3120,4912,5981,5634,"2015-02","Beed","Maharashtra",7245.25,0.777612918808875,0.941951559264073,0.825533872905744,5981.19929267034,"above msp","above msp"
"5788","parli-vaijnath","pigeon pea (tur)",2015,"February",680,4797,5698,5599,"2015-02","Beed","Maharashtra",6976.66666666667,0.802532250358337,0.941951559264073,0.85198887614278,5944.04239255613,"above msp","above msp"
"5789","ambejogai","pigeon pea (tur)",2015,"January",671,5004,5585,5412,"2015-01","Beed","Maharashtra",6703.08333333333,0.8073896341236,1.01446063630114,0.795880692884691,5334.85460779716,"above msp","above msp"
"5790","beed","pigeon pea (tur)",2015,"January",10,5377,5377,5377,"2015-01","Beed","Maharashtra",6442.83333333333,0.834570711643428,1.01446063630114,0.822674317543144,5300.35351554422,"above msp","above msp"
"5791","gevrai","pigeon pea (tur)",2015,"January",2633,5071,5646,5446,"2015-01","Beed","Maharashtra",6224.08333333333,0.874988284754114,1.01446063630114,0.862515758072619,5368.36995455716,"above msp","above msp"
"5792","kada","pigeon pea (tur)",2015,"January",401,4710,5169,4977,"2015-01","Beed","Maharashtra",5919.66666666667,0.840756799369334,1.01446063630114,0.828772225637894,4906.05531836779,"above msp","above msp"
"5793","kej","pigeon pea (tur)",2015,"January",15,4695,5253,4967,"2015-01","Beed","Maharashtra",5604.91666666667,0.886186235299365,1.01446063630114,0.873554087352778,4896.19786343837,"above msp","above msp"
"5794","kille dharur","pigeon pea (tur)",2015,"January",114,4906,5243,4962,"2015-01","Beed","Maharashtra",5289.91666666667,0.938010995762378,1.01446063630114,0.924640111401944,4891.26913597367,"above msp","above msp"
"5795","majalgaon","pigeon pea (tur)",2015,"January",1760,4774,5903,5590,"2015-01","Beed","Maharashtra",5292.5,1.05621162021729,1.01446063630114,1.04115584422119,5510.31730554067,"above msp","above msp"
"5796","parli-vaijnath","pigeon pea (tur)",2015,"January",248,4641,5156,4961,"2015-01","Beed","Maharashtra",5259.16666666667,0.943305339882744,1.01446063630114,0.929858987256675,4890.28339048073,"above msp","above msp"
"5797","ambejogai","pigeon pea (tur)",2015,"July",71,5634,10145,6258,"2015-07","Beed","Maharashtra",5370.75,1.16520039100684,1.094273993039,1.06481594044912,5718.86021216713,"above msp","above msp"
"5798","gevrai","pigeon pea (tur)",2015,"July",40,5563,6475,6117,"2015-07","Beed","Maharashtra",5441.66666666667,1.12410413476263,1.094273993039,1.02726021262809,5590.00765705118,"above msp","above msp"
"5799","kej","pigeon pea (tur)",2015,"July",8,5784,6434,5867,"2015-07","Beed","Maharashtra",5461.08333333333,1.07432896403339,1.094273993039,0.98177327695578,5361.54567989526,"above msp","above msp"
"5800","kille dharur","pigeon pea (tur)",2015,"July",11,5824,6583,6533,"2015-07","Beed","Maharashtra",5538.91666666667,1.17947252019799,1.094273993039,1.07785849586206,5970.16838703864,"above msp","above msp"
"5801","majalgaon","pigeon pea (tur)",2015,"July",203,5756,6600,6364,"2015-07","Beed","Maharashtra",5618.25,1.13273706225248,1.094273993039,1.03514939535999,5815.72809048124,"above msp","above msp"
"5802","parli-vaijnath","pigeon pea (tur)",2015,"July",71,5939,6411,6093,"2015-07","Beed","Maharashtra",5677.91666666667,1.07310486534087,1.094273993039,0.980654636925671,5568.07530724421,"above msp","above msp"
"5803","ambejogai","pigeon pea (tur)",2015,"June",271,5350,6917,6393,"2015-06","Beed","Maharashtra",5756.83333333333,1.1105063547668,1.06067414583033,1.04698163817075,6027.29879400931,"above msp","above msp"
"5804","beed","pigeon pea (tur)",2015,"June",53,5433,6690,6257,"2015-06","Beed","Maharashtra",5863.5,1.0671100878315,1.06067414583033,1.00606778436758,5899.07845363933,"above msp","above msp"
"5805","gevrai","pigeon pea (tur)",2015,"June",217,5013,6520,5885,"2015-06","Beed","Maharashtra",5940,0.990740740740741,1.06067414583033,0.934067022030745,5548.35811086262,"above msp","above msp"
"5806","kej","pigeon pea (tur)",2015,"June",31,5619,6345,5772,"2015-06","Beed","Maharashtra",6007.5,0.960799001248439,1.06067414583033,0.90583805122948,5441.8220927611,"above msp","above msp"
"5807","kille dharur","pigeon pea (tur)",2015,"June",43,5170,6398,6321,"2015-06","Beed","Maharashtra",6068.41666666667,1.04162260886283,1.06067414583033,0.982038275334233,5959.41743734285,"above msp","above msp"
"5808","majalgaon","pigeon pea (tur)",2015,"June",384,5133,6772,6406,"2015-06","Beed","Maharashtra",6188.83333333333,1.03509008159858,1.06067414583033,0.97587943070704,6039.55515007408,"above msp","above msp"
"5809","parli-vaijnath","pigeon pea (tur)",2015,"June",120,5860,6517,6564,"2015-06","Beed","Maharashtra",6214.33333333333,1.05626776806308,1.06067414583033,0.995845681932974,6188.51701609214,"above msp","above msp"
"5810","ambejogai","pigeon pea (tur)",2015,"March",723,5055,6123,5323,"2015-03","Beed","Maharashtra",6148.16666666667,0.865786548835696,0.9317515690326,0.929203209965729,5712.89620207096,"above msp","above msp"
"5811","beed","pigeon pea (tur)",2015,"March",43,5550,5642,5587,"2015-03","Beed","Maharashtra",6124.83333333333,0.91218808675066,0.9317515690326,0.979003542433256,5996.23353014662,"above msp","above msp"
"5812","gevrai","pigeon pea (tur)",2015,"March",423,4636,13085,5536,"2015-03","Beed","Maharashtra",6041.75,0.916290809781934,0.9317515690326,0.983406779484452,5941.49790995019,"above msp","above msp"
"5813","kada","pigeon pea (tur)",2015,"March",143,4800,5048,4964,"2015-03","Beed","Maharashtra",5925.08333333333,0.837794123851985,0.9317515690326,0.899160411097384,5327.60036578626,"above msp","above msp"
"5814","kille dharur","pigeon pea (tur)",2015,"March",160,4778,5751,5436,"2015-03","Beed","Maharashtra",5870.33333333333,0.926012151496224,0.9317515690326,0.993840184736866,5834.17316446698,"above msp","above msp"
"5815","majalgaon","pigeon pea (tur)",2015,"March",1603,4289,6127,5728,"2015-03","Beed","Maharashtra",5814.91666666667,0.985052809584545,0.9317515690326,1.05720542076177,6147.56142127794,"above msp","above msp"
"5816","parli-vaijnath","pigeon pea (tur)",2015,"March",594,4978,5881,5709,"2015-03","Beed","Maharashtra",5769.25,0.989556701477662,0.9317515690326,1.06203921127289,6127.16971963613,"above msp","above msp"
"5817","ambejogai","pigeon pea (tur)",2015,"May",450,5198,6848,6391,"2015-05","Beed","Maharashtra",5811.41666666667,1.09973184966374,1.01193661781943,1.08675961547226,6315.61294201572,"above msp","above msp"
"5818","beed","pigeon pea (tur)",2015,"May",31,5467,5733,5633,"2015-05","Beed","Maharashtra",5799.83333333333,0.971234805597862,1.01193661781943,0.959778298853072,5566.55417029801,"above msp","above msp"
"5819","gevrai","pigeon pea (tur)",2015,"May",313,5224,6623,6110,"2015-05","Beed","Maharashtra",5782.25,1.05668208742272,1.01193661781943,1.04421766029152,6037.92756622063,"above msp","above msp"
"5820","kada","pigeon pea (tur)",2015,"May",2,5400,5400,5400,"2015-05","Beed","Maharashtra",5698.41666666667,0.947631652067095,1.01193661781943,0.936453563770722,5336.30259535048,"above msp","above msp"
"5821","kada (ashti)","pigeon pea (tur)",2015,"May",3,4600,4950,4950,"2015-05","Beed","Maharashtra",5563.91666666667,0.889661060104543,1.01193661781943,0.879166782225579,4891.6107124046,"above msp","above msp"
"5822","kille dharur","pigeon pea (tur)",2015,"May",50,5315,6404,6286,"2015-05","Beed","Maharashtra",5644.16666666667,1.11371622619223,1.01193661781943,1.10057903487288,6211.85150266169,"above msp","above msp"
"5823","majalgaon","pigeon pea (tur)",2015,"May",545,5177,7042,6656,"2015-05","Beed","Maharashtra",5733.25,1.16094710678934,1.01193661781943,1.14725278870826,6577.48705086162,"above msp","above msp"
"5824","parli-vaijnath","pigeon pea (tur)",2015,"May",99,5690,6381,6363,"2015-05","Beed","Maharashtra",5802.16666666667,1.09665929394192,1.01193661781943,1.08372330305139,6287.94322485465,"above msp","above msp"
"5825","ambejogai","pigeon pea (tur)",2015,"November",7,6700,7200,7000,"2015-11","Beed","Maharashtra",5971.83333333333,1.17216935056236,1.02962791120542,1.13843975848524,6798.57249771411,"above msp","above msp"
"5826","gevrai","pigeon pea (tur)",2015,"November",12,7782,8310,8264,"2015-11","Beed","Maharashtra",6207.5,1.33129279097865,1.02962791120542,1.29298436502179,8026.20044587278,"above msp","above msp"
"5827","kada","pigeon pea (tur)",2015,"November",8,7500,9000,9000,"2015-11","Beed","Maharashtra",6480.16666666667,1.38885316735681,1.02962791120542,1.34888842099359,8741.02178277529,"above msp","above msp"
"5828","kej","pigeon pea (tur)",2015,"November",3,9526,10000,9526,"2015-11","Beed","Maharashtra",6798.25,1.40124296694002,1.02962791120542,1.36092169966482,9251.88594474638,"above msp","above msp"
"5829","kille dharur","pigeon pea (tur)",2015,"November",3,7501,9651,9651,"2015-11","Beed","Maharashtra",7069.91666666667,1.36507973927085,1.02962791120542,1.32579908179908,9373.2890250627,"above msp","above msp"
"5830","majalgaon","pigeon pea (tur)",2015,"November",21,8370,8370,8370,"2015-11","Beed","Maharashtra",7298,1.14688955878323,1.02962791120542,1.1138874017513,8129.15025798102,"above msp","above msp"
"5831","parli-vaijnath","pigeon pea (tur)",2015,"November",6,8250,8250,8250,"2015-11","Beed","Maharashtra",7476.33333333333,1.10348209906817,1.02962791120542,1.07172900720639,8012.60330087735,"above msp","above msp"
"5832","ambejogai","pigeon pea (tur)",2015,"October",31,7620,8650,8190,"2015-10","Beed","Maharashtra",7708.83333333333,1.06241757291419,0.998840875113005,1.06365047665274,8199.50424943654,"above msp","above msp"
"5833","gevrai","pigeon pea (tur)",2015,"October",30,8793,10050,9594,"2015-10","Beed","Maharashtra",8095.83333333333,1.18505404014411,0.998840875113005,1.18642925982583,9605.13354933995,"above msp","above msp"
"5834","kej","pigeon pea (tur)",2015,"October",7,9200,10785,9583,"2015-10","Beed","Maharashtra",8370.58333333333,1.14484255378458,0.998840875113005,1.14617110924206,9594.12078416976,"above msp","above msp"
"5835","kille dharur","pigeon pea (tur)",2015,"October",5,7767,8600,8217,"2015-10","Beed","Maharashtra",8500.66666666667,0.966630068229943,0.998840875113005,0.967751813441337,8226.53558212699,"above msp","above msp"
"5836","majalgaon","pigeon pea (tur)",2015,"October",29,8363,9615,9215,"2015-10","Beed","Maharashtra",8738.33333333333,1.05454892237269,0.998840875113005,1.05577269477821,9225.69373120363,"above msp","above msp"
"5837","parli-vaijnath","pigeon pea (tur)",2015,"October",11,7384,8784,7384,"2015-10","Beed","Maharashtra",8770.33333333333,0.841929231120064,0.998840875113005,0.842906264748938,7392.5689106031,"above msp","above msp"
"5838","ambejogai","pigeon pea (tur)",2015,"September",49,7531,9216,8351,"2015-09","Beed","Maharashtra",8777.58333333333,0.951400822170111,0.975138040030273,0.975657581915864,8563.91573006499,"above msp","above msp"
"5839","beed","pigeon pea (tur)",2015,"September",43,7545,8917,8350,"2015-09","Beed","Maharashtra",8723.41666666667,0.957193760090179,0.975138040030273,0.981598215633617,8562.89023422855,"above msp","above msp"
"5840","gevrai","pigeon pea (tur)",2015,"September",53,8070,8944,8675,"2015-09","Beed","Maharashtra",8652.5,1.00260040450737,0.975138040030273,1.02816254042991,8896.17638106978,"above msp","above msp"
"5841","kej","pigeon pea (tur)",2015,"September",11,7300,8106,7467,"2015-09","Beed","Maharashtra",8470.5,0.881530015937666,0.975138040030273,0.904005361036165,7657.37741065684,"above msp","above msp"
"5842","kille dharur","pigeon pea (tur)",2015,"September",17,6357,8957,8708,"2015-09","Beed","Maharashtra",8498.66666666667,1.02463131471603,0.975138040030273,1.05075514712176,8930.01774367213,"above msp","above msp"
"5843","majalgaon","pigeon pea (tur)",2015,"September",100,7035,8673,8190,"2015-09","Beed","Maharashtra",8493.66666666667,0.964247870962678,0.975138040030273,0.988832176963113,8398.81090039902,"above msp","above msp"
