"","APMC","Commodity","Year","Month","arrivals_in_qtl","min_price","max_price","modal_price","date","district_name","state_name","trend","detrended_m","seasonal_m","residual_m","deseasonalised","raw_comp","deseas_comp"
"5844","parli-vaijnath","pigeon pea (tur)",2015,"September",19,7950,8540,8340,"2015-09","Beed","Maharashtra",8506.16666666667,0.980465152732331,0.975138040030273,1.00546293189618,8552.63527586421,"above msp","above msp"
"5845","tumsar","pigeon pea (tur)",2015,"April",2284,5537,5910,5432,"2015-04","Bhandara","Maharashtra",8159.33333333333,0.665740665087017,1.03156571908827,0.645369124591904,5265.78181058687,"above msp","above msp"
"5846","tumsar","pigeon pea (tur)",2015,"August",7,6954,7110,7087,"2015-08","Bhandara","Maharashtra",7951.33333333333,0.891297057097342,1.02735547796164,0.867564417786284,6898.29387395801,"above msp","above msp"
"5847","tumsar","pigeon pea (tur)",2015,"December",9,9017,9017,9017,"2015-12","Bhandara","Maharashtra",8018,1.12459466201048,1.05271122164743,1.06828410193116,8565.50192928403,"above msp","above msp"
"5848","tumsar","pigeon pea (tur)",2015,"February",48,5117,5270,5193,"2015-02","Bhandara","Maharashtra",7682.83333333333,0.675922511226327,0.941951559264073,0.717576720988084,5513.02235123129,"above msp","above msp"
"5849","tumsar","pigeon pea (tur)",2015,"July",8,6173,6426,6261,"2015-07","Bhandara","Maharashtra",7589.25,0.824982705800968,1.094273993039,0.753908720346938,5721.601755893,"above msp","above msp"
"5850","tumsar","pigeon pea (tur)",2015,"June",101,6261,6644,6453,"2015-06","Bhandara","Maharashtra",7431.08333333333,0.868379442207843,1.06067414583033,0.818705203310153,6083.86659123135,"above msp","above msp"
"5851","tumsar","pigeon pea (tur)",2015,"March",720,5110,5388,5249,"2015-03","Bhandara","Maharashtra",7172.66666666667,0.731805929919137,0.9317515690326,0.78540885171671,5633.47589041339,"above msp","above msp"
"5852","lakhandur","pigeon pea (tur)",2015,"May",75,6100,6200,6120,"2015-05","Bhandara","Maharashtra",6959.75,0.879341930385431,1.01193661781943,0.868969375058569,6047.80960806387,"above msp","above msp"
"5853","tumsar","pigeon pea (tur)",2015,"May",239,6062,6427,6244,"2015-05","Bhandara","Maharashtra",6857.83333333333,0.910491651882276,1.01193661781943,0.899751660182284,6170.34692692007,"above msp","above msp"
"5854","bhandara","pigeon pea (tur)",2015,"September",2,7000,8600,7500,"2015-09","Bhandara","Maharashtra",6757.16666666667,1.10993266408505,0.975138040030273,1.13823132574193,7691.21877325918,"above msp","above msp"
"5855","buldhana","pigeon pea (tur)",2015,"April",180,5333,5933,5700,"2015-04","Buldhana","Maharashtra",6549.66666666667,0.870273296350959,1.03156571908827,0.843643095391083,5525.58106044646,"above msp","above msp"
"5856","chikhali","pigeon pea (tur)",2015,"April",282,4950,5629,5289,"2015-04","Buldhana","Maharashtra",6295.41666666667,0.840135018862929,1.03156571908827,0.814427043587164,5127.15758398269,"above msp","above msp"
"5857","jalgaon jamod","pigeon pea (tur)",2015,"April",6,3950,4550,4250,"2015-04","Buldhana","Maharashtra",6196.91666666667,0.685824939822223,1.03156571908827,0.664838824256756,4119.95079068377,"below msp","below msp"
"5858","jalgaon jamod-aasalgaon","pigeon pea (tur)",2015,"April",2287,5050,6275,5663,"2015-04","Buldhana","Maharashtra",6078.25,0.931682638917452,1.03156571908827,0.903173323499833,5489.71325356286,"above msp","above msp"
"5859","lonar","pigeon pea (tur)",2015,"April",13950,5975,6710,6343,"2015-04","Buldhana","Maharashtra",5855.41666666667,1.08327047605493,1.03156571908827,1.0501226010228,6148.90538007226,"above msp","above msp"
"5860","malkapur","pigeon pea (tur)",2015,"April",10235,4847,6906,6403,"2015-04","Buldhana","Maharashtra",5956.25,1.07500524658972,1.03156571908827,1.04211028604153,6207.06939123486,"above msp","above msp"
"5861","nandura","pigeon pea (tur)",2015,"April",11175,5362,6720,6237,"2015-04","Buldhana","Maharashtra",5954.25,1.04748708905404,1.03156571908827,1.01543417900687,6046.14896035168,"above msp","above msp"
"5862","sangrampur","pigeon pea (tur)",2015,"April",1281,3650,6238,5750,"2015-04","Buldhana","Maharashtra",5895.66666666667,0.975292587776333,1.03156571908827,0.945448816036969,5574.05106974862,"above msp","above msp"
"5863","shegaon","pigeon pea (tur)",2015,"April",5249,5033,6484,5811,"2015-04","Buldhana","Maharashtra",5942.5,0.977871266302061,1.03156571908827,0.947948587479556,5633.18448109726,"above msp","above msp"
"5864","buldhana","pigeon pea (tur)",2015,"August",19,7750,8700,8050,"2015-08","Buldhana","Maharashtra",6103.33333333333,1.31895139268159,1.02735547796164,1.28383156655621,7835.65199454804,"above msp","above msp"
"5865","chikhali","pigeon pea (tur)",2015,"August",25,5426,7413,7050,"2015-08","Buldhana","Maharashtra",6170.5,1.14253302001459,1.02735547796164,1.11211070026264,6862.27907597064,"above msp","above msp"
"5866","jalgaon jamod","pigeon pea (tur)",2015,"August",30,5800,6200,6000,"2015-08","Buldhana","Maharashtra",6045.5,0.992473740798941,1.02735547796164,0.966047061692892,5840.23751146438,"above msp","above msp"
"5867","jalgaon jamod-aasalgaon","pigeon pea (tur)",2015,"August",529,7714,9014,8364,"2015-08","Buldhana","Maharashtra",6267.5,1.33450339050658,1.02735547796164,1.29896946006882,8141.29109098134,"above msp","above msp"
"5868","khamgaon","pigeon pea (tur)",2015,"August",4868,6768,9244,8492,"2015-08","Buldhana","Maharashtra",6534.41666666667,1.29958042671496,1.02735547796164,1.2649763928776,8265.88282455925,"above msp","above msp"
"5869","lonar","pigeon pea (tur)",2015,"August",350,7472,8660,8222,"2015-08","Buldhana","Maharashtra",6865.41666666667,1.19759664987558,1.02735547796164,1.16570814636791,8003.07213654335,"above msp","above msp"
"5870","malkapur","pigeon pea (tur)",2015,"August",2104,6113,9162,8093,"2015-08","Buldhana","Maharashtra",7067.91666666667,1.14503330778754,1.02735547796164,1.11454441266949,7877.50703004687,"above msp","above msp"
"5871","mehkar","pigeon pea (tur)",2015,"August",450,7833,10242,9000,"2015-08","Buldhana","Maharashtra",7289.33333333333,1.2346808121456,1.02735547796164,1.20180486562967,8760.35626719657,"above msp","above msp"
"5872","nandura","pigeon pea (tur)",2015,"August",773,6967,8980,8976,"2015-08","Buldhana","Maharashtra",7503.75,1.19620189905047,1.02735547796164,1.16435053368658,8736.99531715071,"above msp","above msp"
"5873","sangrampur","pigeon pea (tur)",2015,"August",300,4315,8185,7662,"2015-08","Buldhana","Maharashtra",7622.5,1.00518202689406,1.02735547796164,0.978416963219418,7457.98330214001,"above msp","above msp"
"5874","shegaon","pigeon pea (tur)",2015,"August",224,7352,8628,7989,"2015-08","Buldhana","Maharashtra",7809.08333333333,1.02303940923497,1.02735547796164,0.99579885558674,7776.27624651482,"above msp","above msp"
"5875","buldhana","pigeon pea (tur)",2015,"December",363,7419,8575,7956,"2015-12","Buldhana","Maharashtra",7987.83333333333,0.996014772466459,1.05271122164743,0.946142448170883,7557.62818558099,"above msp","above msp"
"5876","chikhali","pigeon pea (tur)",2015,"December",9293,6900,9385,8095,"2015-12","Buldhana","Maharashtra",7991.58333333333,1.01294069802605,1.05271122164743,0.962220860950697,7689.66819535924,"above msp","above msp"
"5877","jalgaon jamod","pigeon pea (tur)",2015,"December",229,6050,6850,6463,"2015-12","Buldhana","Maharashtra",7942.66666666667,0.813706563706564,1.05271122164743,0.772962752722597,6139.38549062468,"above msp","above msp"
"5878","jalgaon jamod-aasalgaon","pigeon pea (tur)",2015,"December",2766,6500,8271,7386,"2015-12","Buldhana","Maharashtra",8058.16666666667,0.916585658441746,1.05271122164743,0.870690498584547,7016.16915267737,"above msp","above msp"
"5879","khamgaon","pigeon pea (tur)",2015,"December",43655,6781,9892,8786,"2015-12","Buldhana","Maharashtra",8093.33333333333,1.08558484349259,1.05271122164743,1.0312275780567,8346.06853173889,"above msp","above msp"
"5880","lonar","pigeon pea (tur)",2015,"December",12483,7590,9511,8588,"2015-12","Buldhana","Maharashtra",8101.33333333333,1.0600724160632,1.05271122164743,1.00699260563049,8157.98276241447,"above msp","above msp"
"5881","malkapur","pigeon pea (tur)",2015,"December",9380,6719,9526,8644,"2015-12","Buldhana","Maharashtra",8136.5,1.06237325631414,1.05271122164743,1.00917823850266,8211.17873757693,"above msp","above msp"
"5882","mehkar","pigeon pea (tur)",2015,"December",14998,7528,9348,8575,"2015-12","Buldhana","Maharashtra",8176.66666666667,1.0487158581329,1.05271122164743,0.996204691816358,8145.63369675176,"above msp","above msp"
"5883","nandura","pigeon pea (tur)",2015,"December",3014,7350,9010,9010,"2015-12","Buldhana","Maharashtra",8177.5,1.10180372974626,1.05271122164743,1.04663435431229,8558.85243238873,"above msp","above msp"
"5884","sangrampur-varvatbakal","pigeon pea (tur)",2015,"December",465,6010,8160,7630,"2015-12","Buldhana","Maharashtra",8065.33333333333,0.946024136220863,1.05271122164743,0.89865493666952,7247.95161588524,"above msp","above msp"
"5885","shegaon","pigeon pea (tur)",2015,"December",1005,7678,8212,7912,"2015-12","Buldhana","Maharashtra",8086.16666666667,0.978461157944638,1.05271122164743,0.929467775990272,7515.83134795334,"above msp","above msp"
"5886","buldhana","pigeon pea (tur)",2015,"February",59,5250,5750,5525,"2015-02","Buldhana","Maharashtra",7880.83333333333,0.701067991963625,0.941951559264073,0.74427181001893,5865.48208945751,"above msp","above msp"
"5887","chikhali","pigeon pea (tur)",2015,"February",5022,4180,5750,5335,"2015-02","Buldhana","Maharashtra",7662.41666666667,0.696255532958488,0.941951559264073,0.739162779774426,5663.77320312323,"above msp","above msp"
"5888","jalgaon jamod","pigeon pea (tur)",2015,"February",6,4233,4567,4400,"2015-02","Buldhana","Maharashtra",7354.5,0.598273166088789,0.941951559264073,0.635142179239246,4671.15315721503,"below msp","above msp"
"5889","jalgaon jamod-aasalgaon","pigeon pea (tur)",2015,"February",4765,4900,5460,5180,"2015-02","Buldhana","Maharashtra",7247.58333333333,0.714720998953674,0.941951559264073,0.75876619336144,5499.22121690315,"above msp","above msp"
"5890","khamgaon","pigeon pea (tur)",2015,"February",94308,4696,5995,5345,"2015-02","Buldhana","Maharashtra",7077.5,0.755210173083716,0.941951559264073,0.801750541900207,5674.38946029872,"above msp","above msp"
"5891","lonar","pigeon pea (tur)",2015,"February",60615,5265,5964,5613,"2015-02","Buldhana","Maharashtra",6813.08333333333,0.823856061254694,0.941951559264073,0.874626782186501,5958.90515260181,"above msp","above msp"
"5892","malkapur","pigeon pea (tur)",2015,"February",7765,4483,5570,5358,"2015-02","Buldhana","Maharashtra",6543.91666666667,0.818775707718364,0.941951559264073,0.869233348218094,5688.19059462685,"above msp","above msp"
"5893","mehkar","pigeon pea (tur)",2015,"February",12399,4795,5963,5536,"2015-02","Buldhana","Maharashtra",6284.91666666667,0.880839045863774,0.941951559264073,0.935121384110193,5877.15997235055,"above msp","above msp"
"5894","nandura","pigeon pea (tur)",2015,"February",17981,5090,5938,5648,"2015-02","Buldhana","Maharashtra",6041,0.934944545605032,0.941951559264073,0.992561174096346,5996.06205271602,"above msp","above msp"
"5895","sangrampur","pigeon pea (tur)",2015,"February",1830,3845,5627,4982,"2015-02","Buldhana","Maharashtra",5705.33333333333,0.873218041598504,0.941951559264073,0.927030729988632,5289.01932482848,"above msp","above msp"
"5896","shegaon","pigeon pea (tur)",2015,"February",7827,4974,5832,5410,"2015-02","Buldhana","Maharashtra",5520.33333333333,0.980013284221967,0.941951559264073,1.04040730606957,5743.39513193939,"above msp","above msp"
"5897","buldhana","pigeon pea (tur)",2015,"January",10,3350,4000,3700,"2015-01","Buldhana","Maharashtra",5169.33333333333,0.715759607944287,1.01446063630114,0.70555680756036,3647.25832388202,"below msp","below msp"
"5898","chikhali","pigeon pea (tur)",2015,"January",2786,3905,5345,4772,"2015-01","Buldhana","Maharashtra",5106.58333333333,0.934480001305504,1.01446063630114,0.921159449530481,4703.97749231486,"above msp","above msp"
"5899","jalgaon jamod","pigeon pea (tur)",2015,"January",59,3933,4167,4050,"2015-01","Buldhana","Maharashtra",4999.5,0.81008100810081,1.01446063630114,0.798533702652545,3992.2692464114,"below msp","below msp"
"5900","jalgaon jamod-aasalgaon","pigeon pea (tur)",2015,"January",3328,3956,4689,4339,"2015-01","Buldhana","Maharashtra",4994.41666666667,0.868770126641416,1.01446063630114,0.856386236738633,4277.14969387137,"below msp","below msp"
"5901","khamgaon","pigeon pea (tur)",2015,"January",33669,4127,5562,4845,"2015-01","Buldhana","Maharashtra",4966.5,0.975536091815162,1.01446063630114,0.961630305708157,4775.93691329956,"above msp","above msp"
"5902","lonar","pigeon pea (tur)",2015,"January",15985,4949,5576,5263,"2015-01","Buldhana","Maharashtra",4959.66666666667,1.06116002419517,1.01446063630114,1.04603371113965,5187.97852934894,"above msp","above msp"
"5903","malkapur","pigeon pea (tur)",2015,"January",399,3911,4667,4397,"2015-01","Buldhana","Maharashtra",4858.33333333333,0.905042881646655,1.01446063630114,0.892141941501603,4334.32293246196,"below msp","below msp"
"5904","mehkar","pigeon pea (tur)",2015,"January",10913,4406,5465,5159,"2015-01","Buldhana","Maharashtra",4841.75,1.06552382919399,1.01446063630114,1.0503353122493,5085.46099808306,"above msp","above msp"
"5905","nandura","pigeon pea (tur)",2015,"January",4393,4568,5122,4897,"2015-01","Buldhana","Maharashtra",4788.5,1.02265845254255,1.01446063630114,1.00808096041192,4827.1956789325,"above msp","above msp"
"5906","sangrampur","pigeon pea (tur)",2015,"January",458,3964,4646,4291,"2015-01","Buldhana","Maharashtra",4675.41666666667,0.917779164067374,1.01446063630114,0.904696674494651,4229.8339102102,"below msp","below msp"
"5907","shegaon","pigeon pea (tur)",2015,"January",2409,4505,5008,4789,"2015-01","Buldhana","Maharashtra",4659.33333333333,1.02782944627271,1.01446063630114,1.01317824417546,4720.73516569486,"above msp","above msp"
"5908","chikhali","pigeon pea (tur)",2015,"July",194,5253,7191,6895,"2015-07","Buldhana","Maharashtra",4783.08333333333,1.441538756381,1.094273993039,1.31734717771878,6300.98132996042,"above msp","above msp"
"5909","jalgaon jamod","pigeon pea (tur)",2015,"July",142,4800,6220,5510,"2015-07","Buldhana","Maharashtra",4933.91666666667,1.11675984258618,1.094273993039,1.02054864658232,5035.3019765166,"above msp","above msp"
"5910","jalgaon jamod-aasalgaon","pigeon pea (tur)",2015,"July",678,5757,7379,6568,"2015-07","Buldhana","Maharashtra",5083.58333333333,1.29200203268692,1.094273993039,1.18069335550851,6002.15306384047,"above msp","above msp"
"5911","khamgaon","pigeon pea (tur)",2015,"July",7390,6044,7669,6984,"2015-07","Buldhana","Maharashtra",5328.08333333333,1.31079030921063,1.094273993039,1.19786298271635,6382.31379382793,"above msp","above msp"
"5912","lonar","pigeon pea (tur)",2015,"July",454,6624,7242,5626,"2015-07","Buldhana","Maharashtra",5435.33333333333,1.03507911198332,1.094273993039,0.945904881746035,5141.30833391695,"above msp","above msp"
"5913","malkapur","pigeon pea (tur)",2015,"July",2918,5525,7468,6767,"2015-07","Buldhana","Maharashtra",5595.5,1.20936466803682,1.094273993039,1.10517537264884,6184.00879765659,"above msp","above msp"
"5914","mehkar","pigeon pea (tur)",2015,"July",100,4150,10101,9250,"2015-07","Buldhana","Maharashtra",5927.75,1.56045717177681,1.094273993039,1.4260205229251,8453.09315476924,"above msp","above msp"
"5915","nandura","pigeon pea (tur)",2015,"July",736,5986,7273,7234,"2015-07","Buldhana","Maharashtra",6164.16666666667,1.17355684737056,1.094273993039,1.07245247062061,6610.77577098386,"above msp","above msp"
"5916","sangrampur","pigeon pea (tur)",2015,"July",141,4136,6570,5155,"2015-07","Buldhana","Maharashtra",6163.83333333333,0.836330205770219,1.094273993039,0.764278609461945,4710.88596895518,"above msp","above msp"
"5917","shegaon","pigeon pea (tur)",2015,"July",225,5630,6884,6373,"2015-07","Buldhana","Maharashtra",6286.83333333333,1.013705893269,1.094273993039,0.926373010523398,5823.95272165885,"above msp","above msp"
"5918","buldhana","pigeon pea (tur)",2015,"June",58,6025,6850,6450,"2015-06","Buldhana","Maharashtra",6466.75,0.997409827192949,1.06067414583033,0.940354614198825,6081.03820137025,"above msp","above msp"
"5919","chikhali","pigeon pea (tur)",2015,"June",232,5273,6970,6641,"2015-06","Buldhana","Maharashtra",6621.08333333333,1.00300806766264,1.06067414583033,0.945632616393658,6261.11235586044,"above msp","above msp"
"5920","jalgaon jamod","pigeon pea (tur)",2015,"June",1,5000,5000,5000,"2015-06","Buldhana","Maharashtra",6463.16666666667,0.773614585213647,1.06067414583033,0.729361216406416,4713.9831018374,"above msp","above msp"
"5921","jalgaon jamod-aasalgaon","pigeon pea (tur)",2015,"June",2246,5200,6833,6317,"2015-06","Buldhana","Maharashtra",6530.41666666667,0.967319594206597,1.06067414583033,0.911985644233223,5955.64625086138,"above msp","above msp"
"5922","khamgaon","pigeon pea (tur)",2015,"June",13793,5388,7419,6490,"2015-06","Buldhana","Maharashtra",6523.91666666667,0.994801180272587,1.06067414583033,0.937895190698576,6118.75006618495,"above msp","above msp"
"5923","lonar","pigeon pea (tur)",2015,"June",5774,6669,7206,5963,"2015-06","Buldhana","Maharashtra",6438.83333333333,0.926099448657883,1.06067414583033,0.87312343031884,5621.89624725129,"above msp","above msp"
